transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year_month,month,day_of_week,is_weekend,amount_raw,currency,year,amount_idr,category_type,is_shared,num_people,payer,split_amount,participants
T6321,U138,2021-01-11,expense,tempat_tinggal,29287.0,kartu,surabaya,bayar kontrakan,2021-01,1.0,Monday,False,29287,INR,2021,56523.91,essential,0,1,U138,56523.91,['U138']
T6784,U022,2021-01-12,expense,makanan,8687.0,ewallet,bandung,pesan grabfood,2021-01,1.0,Tuesday,False,8687,INR,2021,16765.91,essential,1,5,U022,3353.182,"['U128', 'U020', 'U102', 'U013', 'U063']"
T0381,U069,2021-01-12,expense,makanan,9425.0,qris,surabaya,beli air minum,2021-01,1.0,Tuesday,False,9425,INR,2021,18190.25,essential,0,1,U069,18190.25,['U069']
T2179,U012,2021-01-12,income,freelance,30717.0,qris,semarang,jasa konsultasi,2021-01,1.0,Tuesday,False,30717,INR,2021,59283.81,income,0,1,U012,59283.81,['U012']
T3411,U068,2021-01-13,income,freelance,48604.0,qris,yogyakarta,pendapatan project,2021-01,1.0,Wednesday,False,48604,INR,2021,93805.72,income,0,1,U068,93805.72,['U068']
T5788,U004,2021-01-13,expense,hiburan,2668.0,bank_transfer,denpasar,langganan Netflix,2021-01,1.0,Wednesday,False,₹2668,INR,2021,5149.24,non-essential,1,3,U004,1716.4133333333332,"['U137', 'U072', 'U144']"
T12375,U056,2021-01-14,income,investasi,68275.0,kartu,bandung,return saham,2021-01,1.0,Thursday,False,₹68275,INR,2021,131770.75,income,0,1,U056,131770.75,['U056']
T2694,U010,2021-01-14,expense,tempat_tinggal,27805.0,kartu,bandung,bayar apartemen,2021-01,1.0,Thursday,False,27805,INR,2021,53663.65,essential,0,1,U010,53663.65,['U010']
T9228,U060,2021-01-15,income,freelance,43245.0,kartu,denpasar,pendapatan project,2021-01,1.0,Friday,False,43245,INR,2021,83462.85,income,0,1,U060,83462.85,['U060']
T0819,U041,2021-01-16,expense,makanan,2681.0,kartu,denpasar,makan malam,2021-01,1.0,Saturday,True,Rs.2681,INR,2021,5174.33,essential,1,5,U041,1034.866,"['U078', 'U017', 'U122', 'U052', 'U026']"
T8814,U087,2021-01-16,income,gaji,72704.0,tunai,balikpapan,gaji bulanan,2021-01,1.0,Saturday,True,72704,INR,2021,140318.72,income,0,1,U087,140318.72,['U087']
T2279,U113,2021-01-16,expense,tabungan,8747.0,ewallet,medan,menabung bulanan,2021-01,1.0,Saturday,True,8747,INR,2021,16881.71,other,0,1,U113,16881.71,['U113']
T3758,U025,2021-01-17,expense,tagihan,1125.0,tunai,denpasar,bayar air,2021-01,1.0,Sunday,True,1125,INR,2021,2171.25,essential,0,1,U025,2171.25,['U025']
T1391,U123,2021-01-17,expense,tagihan,3532.0,bank_transfer,unknown,bayar BPJS,2021-01,1.0,Sunday,True,₹3532,INR,2021,6816.76,essential,0,1,U123,6816.76,['U123']
T5882,U139,2021-01-17,income,bonus,37741.0,qris,bandung,transaksi,2021-01,1.0,Sunday,True,37741,INR,2021,72840.13,income,0,1,U139,72840.13,['U139']
T4304,U144,2021-01-17,income,gaji,51541.0,tunai,yogyakarta,gaji bulanan,2021-01,1.0,Sunday,True,51541,INR,2021,99474.13,income,0,1,U144,99474.13,['U144']
T2641,U062,2021-01-18,expense,tempat_tinggal,3300.0,qris,balikpapan,bayar apartemen,2021-01,1.0,Monday,False,3300,INR,2021,6369.0,essential,0,1,U062,6369.0,['U062']
T8082,U022,2021-01-18,expense,tempat_tinggal,9500.0,bank_transfer,unknown,bayar apartemen,2021-01,1.0,Monday,False,9500,INR,2021,18335.0,essential,0,1,U022,18335.0,['U022']
T7534,U095,2021-01-18,expense,makanan,2171.0,kartu,palembang,makan siang,2021-01,1.0,Monday,False,Rs.2171,INR,2021,4190.03,essential,1,2,U095,2095.015,"['U080', 'U133']"
T4733,U063,2021-01-19,expense,lainnya,7401.0,tunai,surabaya,pengeluaran lainnya,2021-01,1.0,Tuesday,False,7401,INR,2021,14283.93,other,0,1,U063,14283.93,['U063']
T1363,U106,2021-01-19,expense,makanan,3973.0,bank_transfer,makassar,pesan gofood,2021-01,1.0,Tuesday,False,3973,INR,2021,7667.89,essential,0,1,U106,7667.89,['U106']
T0671,U064,2021-01-19,expense,makanan,1768.0,bank_transfer,bandung,jajan minimarket,2021-01,1.0,Tuesday,False,1768,INR,2021,3412.24,essential,0,1,U064,3412.24,['U064']
T3007,U057,2021-01-20,income,lainnya,33910.0,kartu,unknown,pengeluaran lainnya,2021-01,1.0,Wednesday,False,33910,INR,2021,65446.3,income,0,1,U057,65446.3,['U057']
T12349,U108,2021-01-20,expense,makanan,4322.0,ewallet,denpasar,makan malam,2021-01,1.0,Wednesday,False,4322,INR,2021,8341.46,essential,1,4,U108,2085.365,"['U108', 'U008', 'U012', 'U150']"
T10739,U146,2021-01-20,expense,makanan,8808.0,tunai,semarang,beli cemilan,2021-01,1.0,Wednesday,False,8808,INR,2021,16999.44,essential,0,1,U146,16999.44,['U146']
T9778,U031,2021-01-20,expense,makanan,201.0,kartu,balikpapan,jajan minimarket,2021-01,1.0,Wednesday,False,201,INR,2021,387.93,essential,0,1,U031,387.93,['U031']
T2430,U090,2021-01-20,expense,pendidikan,737.0,qris,makassar,beli buku,2021-01,1.0,Wednesday,False,₹737,INR,2021,1422.41,other,0,1,U090,1422.41,['U090']
T8841,U101,2021-01-21,expense,transportasi,1902.0,bank_transfer,yogyakarta,bayar tol,2021-01,1.0,Thursday,False,1902,INR,2021,3670.86,other,1,3,U101,1223.6200000000001,"['U074', 'U118', 'U055']"
T1723,U132,2021-01-21,income,bonus,61112.0,tunai,denpasar,transaksi,2021-01,1.0,Thursday,False,61112,INR,2021,117946.16,income,0,1,U132,117946.16,['U132']
T0617,U046,2021-01-22,expense,makanan,1641.0,tunai,makassar,makan siang,2021-01,1.0,Friday,False,1641,INR,2021,3167.13,essential,0,1,U046,3167.13,['U046']
T7300,U116,2021-01-23,expense,makanan,1735.0,qris,surabaya,sarapan,2021-01,1.0,Saturday,True,1735,INR,2021,3348.55,essential,1,5,U116,669.71,"['U036', 'U020', 'U008', 'U108', 'U025']"
T0514,U045,2021-01-23,expense,hiburan,4327.0,bank_transfer,surabaya,liburan akhir pekan,2021-01,1.0,Saturday,True,4327,INR,2021,8351.11,non-essential,1,3,U045,2783.7033333333334,"['U098', 'U106', 'U023']"
T8203,U053,2021-01-23,expense,transportasi,4603.0,kartu,bandung,bayar parkir,2021-01,1.0,Saturday,True,4603,INR,2021,8883.79,other,0,1,U053,8883.79,['U053']
T3706,U026,2021-01-23,expense,pendidikan,6915.0,bank_transfer,jakarta,beli alat tulis,2021-01,1.0,Saturday,True,6915,INR,2021,13345.95,other,0,1,U026,13345.95,['U026']
T4504,U054,2021-01-23,expense,transportasi,2143.0,tunai,medan,bayar tol,2021-01,1.0,Saturday,True,2143,INR,2021,4135.99,other,0,1,U054,4135.99,['U054']
T9407,U072,2021-01-23,expense,transportasi,3681.0,qris,semarang,servis motor,2021-01,1.0,Saturday,True,₹3681,INR,2021,7104.33,other,0,1,U072,7104.33,['U072']
T1420,U023,2021-01-23,expense,transportasi,2273.0,kartu,unknown,isi bensin,2021-01,1.0,Saturday,True,2273,INR,2021,4386.89,other,1,5,U023,877.378,"['U121', 'U051', 'U040', 'U111', 'U125']"
T7998,U119,2021-01-24,expense,pendidikan,7472.0,kartu,unknown,les online,2021-01,1.0,Sunday,True,7472,INR,2021,14420.96,other,0,1,U119,14420.96,['U119']
T1178,U035,2021-01-24,income,gaji,40425.0,bank_transfer,surabaya,penerimaan gaji,2021-01,1.0,Sunday,True,₹40425,INR,2021,78020.25,income,0,1,U035,78020.25,['U035']
T7526,U054,2021-01-25,income,kesehatan,33737.0,qris,unknown,bayar rumah sakit,2021-01,1.0,Monday,False,33737,INR,2021,65112.41,income,0,1,U054,65112.41,['U054']
T4294,U103,2021-01-25,expense,tabungan,3252.0,qris,balikpapan,transfer tabungan,2021-01,1.0,Monday,False,₹3252,INR,2021,6276.36,other,0,1,U103,6276.36,['U103']
T12392,U092,2021-01-25,income,investasi,45810.0,tunai,makassar,keuntungan investasi,2021-01,1.0,Monday,False,₹45810,INR,2021,88413.3,income,0,1,U092,88413.3,['U092']
T1834,U089,2021-01-25,expense,hiburan,3273.0,bank_transfer,semarang,main game,2021-01,1.0,Monday,False,3273,INR,2021,6316.89,non-essential,1,3,U089,2105.63,"['U148', 'U121', 'U047']"
T11323,U141,2021-01-25,expense,makanan,58.0,kartu,semarang,makan malam,2021-01,1.0,Monday,False,58,INR,2021,111.94,essential,0,1,U141,111.94,['U141']
T9578,U106,2021-01-26,expense,tempat_tinggal,5871.0,bank_transfer,semarang,iuran kebersihan,2021-01,1.0,Tuesday,False,5871,INR,2021,11331.03,essential,0,1,U106,11331.03,['U106']
T0154,U001,2021-01-26,expense,tempat_tinggal,679.0,bank_transfer,semarang,bayar kontrakan,2021-01,1.0,Tuesday,False,679,INR,2021,1310.47,essential,0,1,U001,1310.47,['U001']
T3323,U063,2021-01-27,expense,pendidikan,8408.0,kartu,semarang,pelatihan online,2021-01,1.0,Wednesday,False,₹8408,INR,2021,16227.44,other,0,1,U063,16227.44,['U063']
T8974,U101,2021-01-27,expense,pendidikan,6894.0,tunai,jakarta,les online,2021-01,1.0,Wednesday,False,6894,INR,2021,13305.42,other,0,1,U101,13305.42,['U101']
T0969,U033,2021-01-27,expense,hiburan,2545.0,bank_transfer,bandung,liburan akhir pekan,2021-01,1.0,Wednesday,False,$2545,USD,2021,363935.0,non-essential,0,1,U033,363935.0,['U033']
T1110,U071,2021-01-28,income,gaji,75061.0,bank_transfer,surabaya,transfer payroll,2021-01,1.0,Thursday,False,75061,INR,2021,144867.73,income,0,1,U071,144867.73,['U071']
T13571,U120,2021-01-28,expense,makanan,3006.0,kartu,semarang,jajan minimarket,2021-01,1.0,Thursday,False,3006,INR,2021,5801.58,essential,1,4,U120,1450.395,"['U042', 'U030', 'U093', 'U087']"
T10702,U052,2021-01-28,expense,transportasi,9231.0,qris,palembang,isi bensin,2021-01,1.0,Thursday,False,₹9231,INR,2021,17815.83,other,0,1,U052,17815.83,['U052']
T5200,U011,2021-01-29,income,freelance,59567.0,tunai,semarang,project website,2021-01,1.0,Friday,False,59567,INR,2021,114964.31,income,0,1,U011,114964.31,['U011']
T2864,U073,2021-01-29,expense,pendidikan,2704.0,kartu,denpasar,pelatihan online,2021-01,1.0,Friday,False,2704,INR,2021,5218.72,other,0,1,U073,5218.72,['U073']
T3242,U127,2021-01-30,expense,tabungan,3444.0,bank_transfer,surabaya,transfer tabungan,2021-01,1.0,Saturday,True,3444,INR,2021,6646.92,other,0,1,U127,6646.92,['U127']
T5549,U114,2021-01-30,expense,tempat_tinggal,45894.0,bank_transfer,jakarta,iuran kebersihan,2021-01,1.0,Saturday,True,45894,INR,2021,88575.42,essential,0,1,U114,88575.42,['U114']
T2911,U130,2021-01-30,expense,hiburan,4771.0,ewallet,medan,nonton bioskop,2021-01,1.0,Saturday,True,4771,INR,2021,9208.03,non-essential,1,4,U130,2302.0075,"['U078', 'U117', 'U023', 'U016']"
T12410,U130,2021-01-31,expense,hiburan,770.0,qris,semarang,liburan akhir pekan,2021-01,1.0,Sunday,True,770,INR,2021,1486.1,non-essential,0,1,U130,1486.1,['U130']
T10742,U109,2021-01-31,expense,tagihan,4045.0,tunai,yogyakarta,bayar listrik,2021-01,1.0,Sunday,True,4045,INR,2021,7806.85,essential,0,1,U109,7806.85,['U109']
T4564,U149,2021-01-31,expense,makanan,3226.0,tunai,medan,jajan minimarket,2021-01,1.0,Sunday,True,3226,INR,2021,6226.18,essential,1,2,U149,3113.09,"['U005', 'U021']"
T8138,U065,2021-02-01,expense,makanan,7782.0,kartu,makassar,makan di restoran,2021-02,2.0,Monday,False,7782,INR,2021,15019.26,essential,0,1,U065,15019.26,['U065']
T4607,U143,2021-02-01,expense,tagihan,150.0,qris,bandung,bayar air,2021-02,2.0,Monday,False,150,INR,2021,289.5,essential,0,1,U143,289.5,['U143']
T9367,U118,2021-02-01,income,investasi,51266.0,kartu,jakarta,dividen investasi,2021-02,2.0,Monday,False,51266,INR,2021,98943.38,income,0,1,U118,98943.38,['U118']
T7053,U020,2021-02-01,expense,transportasi,7062.0,tunai,surabaya,naik MRT,2021-02,2.0,Monday,False,7062,INR,2021,13629.66,other,1,2,U020,6814.83,"['U037', 'U065']"
T9322,U129,2021-02-02,expense,pendidikan,6905.0,qris,denpasar,les online,2021-02,2.0,Tuesday,False,6905,INR,2021,13326.65,other,0,1,U129,13326.65,['U129']
T2440,U100,2021-02-03,expense,tagihan,5431.0,bank_transfer,denpasar,bayar air,2021-02,2.0,Wednesday,False,5431,INR,2021,10481.83,essential,0,1,U100,10481.83,['U100']
T9320,U124,2021-02-03,income,gaji,30880.0,ewallet,denpasar,transfer payroll,2021-02,2.0,Wednesday,False,₹30880,INR,2021,59598.4,income,0,1,U124,59598.4,['U124']
T13075,U067,2021-02-03,expense,makanan,1238.0,tunai,makassar,beli cemilan,2021-02,2.0,Wednesday,False,1238,INR,2021,2389.34,essential,0,1,U067,2389.34,['U067']
T0119,U057,2021-02-03,income,lainnya,40149.0,bank_transfer,yogyakarta,keperluan pribadi,2021-02,2.0,Wednesday,False,40149,INR,2021,77487.57,income,0,1,U057,77487.57,['U057']
T3746,U052,2021-02-03,expense,tagihan,7023.0,bank_transfer,medan,bayar air,2021-02,2.0,Wednesday,False,₹7023,INR,2021,13554.39,essential,0,1,U052,13554.39,['U052']
T1776,U138,2021-02-03,expense,lainnya,4566.0,tunai,balikpapan,pengeluaran lainnya,2021-02,2.0,Wednesday,False,$4566,USD,2021,652938.0,other,0,1,U138,652938.0,['U138']
T3219,U128,2021-02-03,expense,tagihan,1095.0,tunai,bandung,bayar BPJS,2021-02,2.0,Wednesday,False,1095,INR,2021,2113.35,essential,0,1,U128,2113.35,['U128']
T11045,U071,2021-02-03,expense,makanan,7505.0,kartu,surabaya,sarapan,2021-02,2.0,Wednesday,False,7505,INR,2021,14484.65,essential,0,1,U071,14484.65,['U071']
T2326,U093,2021-02-04,expense,makanan,3103.0,qris,semarang,beli cemilan,2021-02,2.0,Thursday,False,3103,INR,2021,5988.79,essential,1,5,U093,1197.758,"['U138', 'U074', 'U036', 'U096', 'U003']"
T7962,U057,2021-02-04,expense,tempat_tinggal,25973.0,kartu,denpasar,bayar sewa rumah,2021-02,2.0,Thursday,False,25973,INR,2021,50127.89,essential,0,1,U057,50127.89,['U057']
T12305,U128,2021-02-05,expense,hiburan,116.0,kartu,medan,nonton bioskop,2021-02,2.0,Friday,False,116,INR,2021,223.88,non-essential,0,1,U128,223.88,['U128']
T13046,U137,2021-02-06,expense,transportasi,4885.0,kartu,palembang,naik gojek,2021-02,2.0,Saturday,True,4885,INR,2021,9428.05,other,0,1,U137,9428.05,['U137']
T0387,U028,2021-02-06,expense,tempat_tinggal,6737.0,bank_transfer,palembang,bayar sewa rumah,2021-02,2.0,Saturday,True,6737,INR,2021,13002.41,essential,0,1,U028,13002.41,['U028']
T8370,U114,2021-02-06,expense,makanan,3080.0,qris,semarang,pesan grabfood,2021-02,2.0,Saturday,True,3080,INR,2021,5944.4,essential,0,1,U114,5944.4,['U114']
T13918,U115,2021-02-06,expense,makanan,2220.0,tunai,surabaya,pesan grabfood,2021-02,2.0,Saturday,True,₹2220,INR,2021,4284.6,essential,0,1,U115,4284.6,['U115']
T10132,U119,2021-02-06,expense,tempat_tinggal,7740.0,ewallet,semarang,bayar apartemen,2021-02,2.0,Saturday,True,$7740,USD,2021,1106820.0,essential,0,1,U119,1106820.0,['U119']
T1950,U041,2021-02-07,expense,tempat_tinggal,5090.0,qris,medan,bayar kontrakan,2021-02,2.0,Sunday,True,5090,INR,2021,9823.7,essential,0,1,U041,9823.7,['U041']
T4093,U098,2021-02-07,expense,makanan,7894.0,tunai,surabaya,makan malam,2021-02,2.0,Sunday,True,$7894,USD,2021,1128842.0,essential,0,1,U098,1128842.0,['U098']
T0075,U109,2021-02-07,expense,tempat_tinggal,2353.0,tunai,palembang,bayar kos,2021-02,2.0,Sunday,True,2353,INR,2021,4541.29,essential,0,1,U109,4541.29,['U109']
T3102,U135,2021-02-07,expense,tagihan,936.0,qris,unknown,bayar pulsa,2021-02,2.0,Sunday,True,936,INR,2021,1806.48,essential,0,1,U135,1806.48,['U135']
T0409,U137,2021-02-08,expense,tagihan,8841.0,ewallet,jakarta,bayar BPJS,2021-02,2.0,Monday,False,8841,INR,2021,17063.13,essential,0,1,U137,17063.13,['U137']
T11015,U138,2021-02-08,expense,makanan,5375.0,qris,bandung,pesan gofood,2021-02,2.0,Monday,False,5375,INR,2021,10373.75,essential,0,1,U138,10373.75,['U138']
T1010,U054,2021-02-08,expense,makanan,6592.0,ewallet,yogyakarta,ngopi di kafe,2021-02,2.0,Monday,False,6592,INR,2021,12722.56,essential,1,4,U054,3180.64,"['U071', 'U113', 'U040', 'U112']"
T4850,U016,2021-02-09,expense,kesehatan,4687.0,tunai,yogyakarta,beli obat,2021-02,2.0,Tuesday,False,4687,INR,2021,9045.91,essential,0,1,U016,9045.91,['U016']
T4721,U036,2021-02-09,expense,tagihan,749.0,tunai,makassar,bayar internet,2021-02,2.0,Tuesday,False,749,INR,2021,1445.57,essential,0,1,U036,1445.57,['U036']
T10939,U065,2021-02-10,expense,makanan,2464.0,tunai,semarang,pesan grabfood,2021-02,2.0,Wednesday,False,2464,INR,2021,4755.52,essential,1,3,U065,1585.1733333333334,"['U065', 'U068', 'U111']"
T5013,U049,2021-02-11,expense,transportasi,5866.0,kartu,surabaya,isi bensin,2021-02,2.0,Thursday,False,₹5866,INR,2021,11321.38,other,1,3,U049,3773.793333333333,"['U109', 'U033', 'U006']"
